entity,x,x_str,property,label
pine,64,1000000,CAN:tree,0
pine,64,1000000,CAN:flower,0
pine,64,1000000,CAN:bird,0
pine,64,1000000,CAN:fish,0
pine,64,1000000,CAN:pretty,0
pine,64,1000000,CAN:big,0
pine,64,1000000,CAN:living,0
pine,64,1000000,CAN:green,0
pine,64,1000000,CAN:red,0
pine,64,1000000,CAN:yellow,0
pine,64,1000000,CAN:tall,0
pine,64,1000000,CAN:grow,1
pine,64,1000000,CAN:move,0
pine,64,1000000,CAN:swim,0
pine,64,1000000,CAN:fly,0
pine,64,1000000,CAN:sing,0
pine,64,1000000,CAN:bark,0
pine,64,1000000,CAN:petals,0
pine,64,1000000,CAN:wings,0
pine,64,1000000,CAN:feathers,0
pine,64,1000000,CAN:scales,0
pine,64,1000000,CAN:gills,0
pine,64,1000000,CAN:roots,0
pine,64,1000000,CAN:skin,0
pine,64,1000000,CAN:leaves,0
pine,64,1000000,HAS:living_thing,0
pine,64,1000000,HAS:plant,0
pine,64,1000000,HAS:animal,0
pine,64,1000000,HAS:tree,0
pine,64,1000000,HAS:flower,0
pine,64,1000000,HAS:bird,0
pine,64,1000000,HAS:fish,0
pine,64,1000000,HAS:pretty,0
pine,64,1000000,HAS:big,0
pine,64,1000000,HAS:living,0
pine,64,1000000,HAS:green,0
pine,64,1000000,HAS:red,0
pine,64,1000000,HAS:yellow,0
pine,64,1000000,HAS:tall,0
pine,64,1000000,HAS:grow,0
pine,64,1000000,HAS:move,0
pine,64,1000000,HAS:swim,0
pine,64,1000000,HAS:fly,0
pine,64,1000000,HAS:sing,0
pine,64,1000000,HAS:bark,1
pine,64,1000000,HAS:petals,0
pine,64,1000000,HAS:wings,0
pine,64,1000000,HAS:feathers,0
pine,64,1000000,HAS:scales,0
pine,64,1000000,HAS:gills,0
pine,64,1000000,HAS:roots,1
pine,64,1000000,HAS:skin,0
pine,64,1000000,HAS:leaves,0
oak,96,1100000,ISA:living_thing,1
oak,96,1100000,ISA:plant,1
oak,96,1100000,ISA:animal,0
oak,96,1100000,ISA:tree,1
oak,96,1100000,ISA:flower,0
oak,96,1100000,ISA:bird,0
oak,96,1100000,ISA:fish,0
oak,96,1100000,ISA:pretty,0
oak,96,1100000,ISA:big,0
oak,96,1100000,ISA:living,0
oak,96,1100000,ISA:green,0
oak,96,1100000,ISA:red,0
oak,96,1100000,ISA:yellow,0
oak,96,1100000,ISA:tall,0
oak,96,1100000,ISA:grow,0
oak,96,1100000,ISA:move,0
oak,96,1100000,ISA:swim,0
oak,96,1100000,ISA:fly,0
oak,96,1100000,ISA:sing,0
oak,96,1100000,ISA:bark,0
oak,96,1100000,ISA:petals,0
oak,96,1100000,ISA:wings,0
oak,96,1100000,ISA:feathers,0
oak,96,1100000,ISA:scales,0
oak,96,1100000,ISA:gills,0
oak,96,1100000,ISA:roots,0
oak,96,1100000,ISA:skin,0
oak,96,1100000,ISA:leaves,0
oak,96,1100000,IS:living_thing,0
oak,96,1100000,IS:plant,0
oak,96,1100000,IS:animal,0
oak,96,1100000,IS:tree,0
oak,96,1100000,IS:flower,0
oak,96,1100000,IS:bird,0
oak,96,1100000,IS:fish,0
oak,96,1100000,IS:pretty,0
oak,96,1100000,IS:big,1
oak,96,1100000,IS:living,1
oak,96,1100000,IS:green,0
oak,96,1100000,IS:red,0
oak,96,1100000,IS:yellow,0
oak,96,1100000,IS:tall,1
oak,96,1100000,IS:grow,0
oak,96,1100000,IS:move,0
oak,96,1100000,IS:swim,0
oak,96,1100000,IS:fly,0
oak,96,1100000,IS:sing,0
oak,96,1100000,IS:bark,0
oak,96,1100000,IS:petals,0
oak,96,1100000,IS:wings,0
oak,96,1100000,IS:feathers,0
oak,96,1100000,IS:scales,0
oak,96,1100000,IS:gills,0
oak,96,1100000,IS:roots,0
oak,96,1100000,IS:skin,0
oak,96,1100000,IS:leaves,0
oak,96,1100000,CAN:living_thing,0
oak,96,1100000,CAN:plant,0
oak,96,1100000,CAN:animal,0
oak,96,1100000,CAN:tree,0
oak,96,1100000,CAN:flower,0
oak,96,1100000,CAN:bird,0
oak,96,1100000,CAN:fish,0
oak,96,1100000,CAN:pretty,0
oak,96,1100000,CAN:big,0
oak,96,1100000,CAN:living,0
oak,96,1100000,CAN:green,0
oak,96,1100000,CAN:red,0
oak,96,1100000,CAN:yellow,0
oak,96,1100000,CAN:tall,0
oak,96,1100000,CAN:grow,1
oak,96,1100000,CAN:move,0
oak,96,1100000,CAN:swim,0
oak,96,1100000,CAN:fly,0
oak,96,1100000,CAN:sing,0
oak,96,1100000,CAN:bark,0
oak,96,1100000,CAN:petals,0
oak,96,1100000,CAN:wings,0
oak,96,1100000,CAN:feathers,0
oak,96,1100000,CAN:scales,0
oak,96,1100000,CAN:gills,0
oak,96,1100000,CAN:roots,0
oak,96,1100000,CAN:skin,0
oak,96,1100000,CAN:leaves,0
oak,96,1100000,HAS:living_thing,0
oak,96,1100000,HAS:plant,0
oak,96,1100000,HAS:animal,0
oak,96,1100000,HAS:tree,0
oak,96,1100000,HAS:flower,0
oak,96,1100000,HAS:bird,0
oak,96,1100000,HAS:fish,0
oak,96,1100000,HAS:pretty,0
oak,96,1100000,HAS:big,0
oak,96,1100000,HAS:living,0
oak,96,1100000,HAS:green,0
oak,96,1100000,HAS:red,0
oak,96,1100000,HAS:yellow,0
oak,96,1100000,HAS:tall,0
oak,96,1100000,HAS:grow,0
oak,96,1100000,HAS:move,0
oak,96,1100000,HAS:swim,0
oak,96,1100000,HAS:fly,0
oak,96,1100000,HAS:sing,0
oak,96,1100000,HAS:bark,1
oak,96,1100000,HAS:petals,0
oak,96,1100000,HAS:wings,0
oak,96,1100000,HAS:feathers,0
oak,96,1100000,HAS:scales,0
oak,96,1100000,HAS:gills,0
oak,96,1100000,HAS:roots,1
oak,96,1100000,HAS:skin,0
oak,96,1100000,HAS:leaves,1
rose,72,1001000,ISA:living_thing,1
rose,72,1001000,ISA:plant,1
rose,72,1001000,ISA:animal,0
rose,72,1001000,ISA:tree,0
rose,72,1001000,ISA:flower,1
rose,72,1001000,ISA:bird,0
rose,72,1001000,ISA:fish,0
rose,72,1001000,ISA:pretty,0
rose,72,1001000,ISA:big,0
rose,72,1001000,ISA:living,0
rose,72,1001000,ISA:green,0
rose,72,1001000,ISA:red,0
rose,72,1001000,ISA:yellow,0
rose,72,1001000,ISA:tall,0
rose,72,1001000,ISA:grow,0
rose,72,1001000,ISA:move,0
rose,72,1001000,ISA:swim,0
rose,72,1001000,ISA:fly,0
rose,72,1001000,ISA:sing,0
rose,72,1001000,ISA:bark,0
rose,72,1001000,ISA:petals,0
rose,72,1001000,ISA:wings,0
rose,72,1001000,ISA:feathers,0
rose,72,1001000,ISA:scales,0
rose,72,1001000,ISA:gills,0
rose,72,1001000,ISA:roots,0
rose,72,1001000,ISA:skin,0
rose,72,1001000,ISA:leaves,0
rose,72,1001000,IS:living_thing,0
rose,72,1001000,IS:plant,0
rose,72,1001000,IS:animal,0
rose,72,1001000,IS:tree,0
rose,72,1001000,IS:flower,0
rose,72,1001000,IS:bird,0
rose,72,1001000,IS:fish,0
rose,72,1001000,IS:pretty,1
rose,72,1001000,IS:big,0
rose,72,1001000,IS:living,1
rose,72,1001000,IS:green,0
rose,72,1001000,IS:red,1
rose,72,1001000,IS:yellow,0
rose,72,1001000,IS:tall,0
rose,72,1001000,IS:grow,0
rose,72,1001000,IS:move,0
rose,72,1001000,IS:swim,0
rose,72,1001000,IS:fly,0
rose,72,1001000,IS:sing,0
rose,72,1001000,IS:bark,0
rose,72,1001000,IS:petals,0
rose,72,1001000,IS:wings,0
rose,72,1001000,IS:feathers,0
rose,72,1001000,IS:scales,0
rose,72,1001000,IS:gills,0
rose,72,1001000,IS:roots,0
rose,72,1001000,IS:skin,0
rose,72,1001000,IS:leaves,0
rose,72,1001000,CAN:living_thing,0
rose,72,1001000,CAN:plant,0
rose,72,1001000,CAN:animal,0
rose,72,1001000,CAN:tree,0
rose,72,1001000,CAN:flower,0
rose,72,1001000,CAN:bird,0
rose,72,1001000,CAN:fish,0
rose,72,1001000,CAN:pretty,0
rose,72,1001000,CAN:big,0
rose,72,1001000,CAN:living,0
rose,72,1001000,CAN:green,0
rose,72,1001000,CAN:red,0
rose,72,1001000,CAN:yellow,0
rose,72,1001000,CAN:tall,0
rose,72,1001000,CAN:grow,1
rose,72,1001000,CAN:move,0
rose,72,1001000,CAN:swim,0
rose,72,1001000,CAN:fly,0
rose,72,1001000,CAN:sing,0
rose,72,1001000,CAN:bark,0
rose,72,1001000,CAN:petals,0
rose,72,1001000,CAN:wings,0
rose,72,1001000,CAN:feathers,0
rose,72,1001000,CAN:scales,0
rose,72,1001000,CAN:gills,0
rose,72,1001000,CAN:roots,0
rose,72,1001000,CAN:skin,0
rose,72,1001000,CAN:leaves,0
rose,72,1001000,HAS:living_thing,0
rose,72,1001000,HAS:plant,0
rose,72,1001000,HAS:animal,0
rose,72,1001000,HAS:tree,0
rose,72,1001000,HAS:flower,0
rose,72,1001000,HAS:bird,0
rose,72,1001000,HAS:fish,0
rose,72,1001000,HAS:pretty,0
rose,72,1001000,HAS:big,0
rose,72,1001000,HAS:living,0
rose,72,1001000,HAS:green,0
rose,72,1001000,HAS:red,0
rose,72,1001000,HAS:yellow,0
rose,72,1001000,HAS:tall,0
rose,72,1001000,HAS:grow,0
rose,72,1001000,HAS:move,0
rose,72,1001000,HAS:swim,0
rose,72,1001000,HAS:fly,0
rose,72,1001000,HAS:sing,0
rose,72,1001000,HAS:bark,0
rose,72,1001000,HAS:petals,1
rose,72,1001000,HAS:wings,0
rose,72,1001000,HAS:feathers,0
rose,72,1001000,HAS:scales,0
rose,72,1001000,HAS:gills,0
rose,72,1001000,HAS:roots,1
rose,72,1001000,HAS:skin,0
rose,72,1001000,HAS:leaves,1
daisy,104,1101000,ISA:living_thing,1
daisy,104,1101000,ISA:plant,1
daisy,104,1101000,ISA:animal,0
daisy,104,1101000,ISA:tree,0
daisy,104,1101000,ISA:flower,1
daisy,104,1101000,ISA:bird,0
daisy,104,1101000,ISA:fish,0
daisy,104,1101000,ISA:pretty,0
daisy,104,1101000,ISA:big,0
daisy,104,1101000,ISA:living,0
daisy,104,1101000,ISA:green,0
daisy,104,1101000,ISA:red,0
daisy,104,1101000,ISA:yellow,0
daisy,104,1101000,ISA:tall,0
daisy,104,1101000,ISA:grow,0
daisy,104,1101000,ISA:move,0
daisy,104,1101000,ISA:swim,0
daisy,104,1101000,ISA:fly,0
daisy,104,1101000,ISA:sing,0
daisy,104,1101000,ISA:bark,0
daisy,104,1101000,ISA:petals,0
daisy,104,1101000,ISA:wings,0
daisy,104,1101000,ISA:feathers,0
daisy,104,1101000,ISA:scales,0
daisy,104,1101000,ISA:gills,0
daisy,104,1101000,ISA:roots,0
daisy,104,1101000,ISA:skin,0
daisy,104,1101000,ISA:leaves,0
daisy,104,1101000,IS:living_thing,0
daisy,104,1101000,IS:plant,0
daisy,104,1101000,IS:animal,0
daisy,104,1101000,IS:tree,0
daisy,104,1101000,IS:flower,0
daisy,104,1101000,IS:bird,0
daisy,104,1101000,IS:fish,0
daisy,104,1101000,IS:pretty,1
daisy,104,1101000,IS:big,0
daisy,104,1101000,IS:living,1
daisy,104,1101000,IS:green,0
daisy,104,1101000,IS:red,0
daisy,104,1101000,IS:yellow,1
daisy,104,1101000,IS:tall,0
daisy,104,1101000,IS:grow,0
daisy,104,1101000,IS:move,0
daisy,104,1101000,IS:swim,0
daisy,104,1101000,IS:fly,0
daisy,104,1101000,IS:sing,0
daisy,104,1101000,IS:bark,0
daisy,104,1101000,IS:petals,0
daisy,104,1101000,IS:wings,0
daisy,104,1101000,IS:feathers,0
daisy,104,1101000,IS:scales,0
daisy,104,1101000,IS:gills,0
daisy,104,1101000,IS:roots,0
daisy,104,1101000,IS:skin,0
daisy,104,1101000,IS:leaves,0
daisy,104,1101000,CAN:living_thing,0
daisy,104,1101000,CAN:plant,0
daisy,104,1101000,CAN:animal,0
daisy,104,1101000,CAN:tree,0
daisy,104,1101000,CAN:flower,0
daisy,104,1101000,CAN:bird,0
daisy,104,1101000,CAN:fish,0
daisy,104,1101000,CAN:pretty,0
daisy,104,1101000,CAN:big,0
daisy,104,1101000,CAN:living,0
daisy,104,1101000,CAN:green,0
daisy,104,1101000,CAN:red,0
daisy,104,1101000,CAN:yellow,0
daisy,104,1101000,CAN:tall,0
daisy,104,1101000,CAN:grow,1
daisy,104,1101000,CAN:move,0
daisy,104,1101000,CAN:swim,0
daisy,104,1101000,CAN:fly,0
daisy,104,1101000,CAN:sing,0
daisy,104,1101000,CAN:bark,0
daisy,104,1101000,CAN:petals,0
daisy,104,1101000,CAN:wings,0
daisy,104,1101000,CAN:feathers,0
daisy,104,1101000,CAN:scales,0
daisy,104,1101000,CAN:gills,0
daisy,104,1101000,CAN:roots,0
daisy,104,1101000,CAN:skin,0
daisy,104,1101000,CAN:leaves,0
daisy,104,1101000,HAS:living_thing,0
daisy,104,1101000,HAS:plant,0
daisy,104,1101000,HAS:animal,0
daisy,104,1101000,HAS:tree,0
daisy,104,1101000,HAS:flower,0
daisy,104,1101000,HAS:bird,0
daisy,104,1101000,HAS:fish,0
daisy,104,1101000,HAS:pretty,0
daisy,104,1101000,HAS:big,0
daisy,104,1101000,HAS:living,0
daisy,104,1101000,HAS:green,0
daisy,104,1101000,HAS:red,0
daisy,104,1101000,HAS:yellow,0
daisy,104,1101000,HAS:tall,0
daisy,104,1101000,HAS:grow,0
daisy,104,1101000,HAS:move,0
daisy,104,1101000,HAS:swim,0
daisy,104,1101000,HAS:fly,0
daisy,104,1101000,HAS:sing,0
daisy,104,1101000,HAS:bark,0
daisy,104,1101000,HAS:petals,1
daisy,104,1101000,HAS:wings,0
daisy,104,1101000,HAS:feathers,0
daisy,104,1101000,HAS:scales,0
daisy,104,1101000,HAS:gills,0
daisy,104,1101000,HAS:roots,1
daisy,104,1101000,HAS:skin,0
daisy,104,1101000,HAS:leaves,1
robin,66,1000010,ISA:living_thing,1
robin,66,1000010,ISA:plant,0
robin,66,1000010,ISA:animal,1
robin,66,1000010,ISA:tree,0
robin,66,1000010,ISA:flower,0
robin,66,1000010,ISA:bird,1
robin,66,1000010,ISA:fish,0
robin,66,1000010,ISA:pretty,0
robin,66,1000010,ISA:big,0
robin,66,1000010,ISA:living,0
robin,66,1000010,ISA:green,0
robin,66,1000010,ISA:red,0
robin,66,1000010,ISA:yellow,0
robin,66,1000010,ISA:tall,0
robin,66,1000010,ISA:grow,0
robin,66,1000010,ISA:move,0
robin,66,1000010,ISA:swim,0
robin,66,1000010,ISA:fly,0
robin,66,1000010,ISA:sing,0
robin,66,1000010,ISA:bark,0
robin,66,1000010,ISA:petals,0
robin,66,1000010,ISA:wings,0
robin,66,1000010,ISA:feathers,0
robin,66,1000010,ISA:scales,0
robin,66,1000010,ISA:gills,0
robin,66,1000010,ISA:roots,0
robin,66,1000010,ISA:skin,0
robin,66,1000010,ISA:leaves,0
robin,66,1000010,IS:living_thing,0
robin,66,1000010,IS:plant,0
robin,66,1000010,IS:animal,0
robin,66,1000010,IS:tree,0
robin,66,1000010,IS:flower,0
robin,66,1000010,IS:bird,0
robin,66,1000010,IS:fish,0
robin,66,1000010,IS:pretty,0
robin,66,1000010,IS:big,0
robin,66,1000010,IS:living,1
robin,66,1000010,IS:green,0
robin,66,1000010,IS:red,1
robin,66,1000010,IS:yellow,0
robin,66,1000010,IS:tall,0
robin,66,1000010,IS:grow,0
robin,66,1000010,IS:move,0
robin,66,1000010,IS:swim,0
robin,66,1000010,IS:fly,0
robin,66,1000010,IS:sing,0
robin,66,1000010,IS:bark,0
robin,66,1000010,IS:petals,0
robin,66,1000010,IS:wings,0
robin,66,1000010,IS:feathers,0
robin,66,1000010,IS:scales,0
robin,66,1000010,IS:gills,0
robin,66,1000010,IS:roots,0
robin,66,1000010,IS:skin,0
robin,66,1000010,IS:leaves,0
robin,66,1000010,CAN:living_thing,0
robin,66,1000010,CAN:plant,0
robin,66,1000010,CAN:animal,0
robin,66,1000010,CAN:tree,0
robin,66,1000010,CAN:flower,0
robin,66,1000010,CAN:bird,0
robin,66,1000010,CAN:fish,0
robin,66,1000010,CAN:pretty,0
robin,66,1000010,CAN:big,0
robin,66,1000010,CAN:living,0
robin,66,1000010,CAN:green,0
robin,66,1000010,CAN:red,0
robin,66,1000010,CAN:yellow,0
robin,66,1000010,CAN:tall,0
robin,66,1000010,CAN:grow,1
robin,66,1000010,CAN:move,1
robin,66,1000010,CAN:swim,0
robin,66,1000010,CAN:fly,1
robin,66,1000010,CAN:sing,0
robin,66,1000010,CAN:bark,0
robin,66,1000010,CAN:petals,0
robin,66,1000010,CAN:wings,0
robin,66,1000010,CAN:feathers,0
robin,66,1000010,CAN:scales,0
robin,66,1000010,CAN:gills,0
robin,66,1000010,CAN:roots,0
robin,66,1000010,CAN:skin,0
robin,66,1000010,CAN:leaves,0
robin,66,1000010,HAS:living_thing,0
robin,66,1000010,HAS:plant,0
robin,66,1000010,HAS:animal,0
robin,66,1000010,HAS:tree,0
robin,66,1000010,HAS:flower,0
robin,66,1000010,HAS:bird,0
robin,66,1000010,HAS:fish,0
robin,66,1000010,HAS:pretty,0
robin,66,1000010,HAS:big,0
robin,66,1000010,HAS:living,0
robin,66,1000010,HAS:green,0
robin,66,1000010,HAS:red,0
robin,66,1000010,HAS:yellow,0
robin,66,1000010,HAS:tall,0
robin,66,1000010,HAS:grow,0
robin,66,1000010,HAS:move,0
robin,66,1000010,HAS:swim,0
robin,66,1000010,HAS:fly,0
robin,66,1000010,HAS:sing,0
robin,66,1000010,HAS:bark,0
robin,66,1000010,HAS:petals,0
robin,66,1000010,HAS:wings,1
robin,66,1000010,HAS:feathers,1
robin,66,1000010,HAS:scales,0
robin,66,1000010,HAS:gills,0
robin,66,1000010,HAS:roots,0
robin,66,1000010,HAS:skin,1
robin,66,1000010,HAS:leaves,0
canary,98,1100010,ISA:living_thing,1
canary,98,1100010,ISA:plant,0
canary,98,1100010,ISA:animal,1
canary,98,1100010,ISA:tree,0
canary,98,1100010,ISA:flower,0
canary,98,1100010,ISA:bird,1
canary,98,1100010,ISA:fish,0
canary,98,1100010,ISA:pretty,0
canary,98,1100010,ISA:big,0
canary,98,1100010,ISA:living,0
canary,98,1100010,ISA:green,0
canary,98,1100010,ISA:red,0
canary,98,1100010,ISA:yellow,0
canary,98,1100010,ISA:tall,0
canary,98,1100010,ISA:grow,0
canary,98,1100010,ISA:move,0
canary,98,1100010,ISA:swim,0
canary,98,1100010,ISA:fly,0
canary,98,1100010,ISA:sing,0
canary,98,1100010,ISA:bark,0
canary,98,1100010,ISA:petals,0
canary,98,1100010,ISA:wings,0
canary,98,1100010,ISA:feathers,0
canary,98,1100010,ISA:scales,0
canary,98,1100010,ISA:gills,0
canary,98,1100010,ISA:roots,0
canary,98,1100010,ISA:skin,0
canary,98,1100010,ISA:leaves,0
canary,98,1100010,IS:living_thing,0
canary,98,1100010,IS:plant,0
canary,98,1100010,IS:animal,0
canary,98,1100010,IS:tree,0
canary,98,1100010,IS:flower,0
canary,98,1100010,IS:bird,0
canary,98,1100010,IS:fish,0
canary,98,1100010,IS:pretty,0
canary,98,1100010,IS:big,0
canary,98,1100010,IS:living,1
canary,98,1100010,IS:green,0
canary,98,1100010,IS:red,0
canary,98,1100010,IS:yellow,1
canary,98,1100010,IS:tall,0
canary,98,1100010,IS:grow,0
canary,98,1100010,IS:move,0
canary,98,1100010,IS:swim,0
canary,98,1100010,IS:fly,0
canary,98,1100010,IS:sing,0
canary,98,1100010,IS:bark,0
canary,98,1100010,IS:petals,0
canary,98,1100010,IS:wings,0
canary,98,1100010,IS:feathers,0
canary,98,1100010,IS:scales,0
canary,98,1100010,IS:gills,0
canary,98,1100010,IS:roots,0
canary,98,1100010,IS:skin,0
canary,98,1100010,IS:leaves,0
canary,98,1100010,CAN:living_thing,0
canary,98,1100010,CAN:plant,0
canary,98,1100010,CAN:animal,0
canary,98,1100010,CAN:tree,0
canary,98,1100010,CAN:flower,0
canary,98,1100010,CAN:bird,0
canary,98,1100010,CAN:fish,0
canary,98,1100010,CAN:pretty,0
canary,98,1100010,CAN:big,0
canary,98,1100010,CAN:living,0
canary,98,1100010,CAN:green,0
canary,98,1100010,CAN:red,0
canary,98,1100010,CAN:yellow,0
canary,98,1100010,CAN:tall,0
canary,98,1100010,CAN:grow,1
canary,98,1100010,CAN:move,1
canary,98,1100010,CAN:swim,0
canary,98,1100010,CAN:fly,1
canary,98,1100010,CAN:sing,1
canary,98,1100010,CAN:bark,0
canary,98,1100010,CAN:petals,0
canary,98,1100010,CAN:wings,0
canary,98,1100010,CAN:feathers,0
canary,98,1100010,CAN:scales,0
canary,98,1100010,CAN:gills,0
canary,98,1100010,CAN:roots,0
canary,98,1100010,CAN:skin,0
canary,98,1100010,CAN:leaves,0
canary,98,1100010,HAS:living_thing,0
canary,98,1100010,HAS:plant,0
canary,98,1100010,HAS:animal,0
canary,98,1100010,HAS:tree,0
canary,98,1100010,HAS:flower,0
canary,98,1100010,HAS:bird,0
canary,98,1100010,HAS:fish,0
canary,98,1100010,HAS:pretty,0
canary,98,1100010,HAS:big,0
canary,98,1100010,HAS:living,0
canary,98,1100010,HAS:green,0
canary,98,1100010,HAS:red,0
canary,98,1100010,HAS:yellow,0
canary,98,1100010,HAS:tall,0
canary,98,1100010,HAS:grow,0
canary,98,1100010,HAS:move,0
canary,98,1100010,HAS:swim,0
canary,98,1100010,HAS:fly,0
canary,98,1100010,HAS:sing,0
canary,98,1100010,HAS:bark,0
canary,98,1100010,HAS:petals,0
canary,98,1100010,HAS:wings,1
canary,98,1100010,HAS:feathers,1
canary,98,1100010,HAS:scales,0
canary,98,1100010,HAS:gills,0
canary,98,1100010,HAS:roots,0
canary,98,1100010,HAS:skin,1
canary,98,1100010,HAS:leaves,0
sunfish,74,1001010,ISA:living_thing,1
sunfish,74,1001010,ISA:plant,0
sunfish,74,1001010,ISA:animal,1
sunfish,74,1001010,ISA:tree,0
sunfish,74,1001010,ISA:flower,0
sunfish,74,1001010,ISA:bird,0
sunfish,74,1001010,ISA:fish,1
sunfish,74,1001010,ISA:pretty,0
sunfish,74,1001010,ISA:big,0
sunfish,74,1001010,ISA:living,0
sunfish,74,1001010,ISA:green,0
sunfish,74,1001010,ISA:red,0
sunfish,74,1001010,ISA:yellow,0
sunfish,74,1001010,ISA:tall,0
sunfish,74,1001010,ISA:grow,0
sunfish,74,1001010,ISA:move,0
sunfish,74,1001010,ISA:swim,0
sunfish,74,1001010,ISA:fly,0
sunfish,74,1001010,ISA:sing,0
sunfish,74,1001010,ISA:bark,0
sunfish,74,1001010,ISA:petals,0
sunfish,74,1001010,ISA:wings,0
sunfish,74,1001010,ISA:feathers,0
sunfish,74,1001010,ISA:scales,0
sunfish,74,1001010,ISA:gills,0
sunfish,74,1001010,ISA:roots,0
sunfish,74,1001010,ISA:skin,0
sunfish,74,1001010,ISA:leaves,0
sunfish,74,1001010,IS:living_thing,0
sunfish,74,1001010,IS:plant,0
sunfish,74,1001010,IS:animal,0
sunfish,74,1001010,IS:tree,0
sunfish,74,1001010,IS:flower,0
sunfish,74,1001010,IS:bird,0
sunfish,74,1001010,IS:fish,0
sunfish,74,1001010,IS:pretty,0
sunfish,74,1001010,IS:big,0
sunfish,74,1001010,IS:living,1
sunfish,74,1001010,IS:green,0
sunfish,74,1001010,IS:red,0
sunfish,74,1001010,IS:yellow,1
sunfish,74,1001010,IS:tall,0
sunfish,74,1001010,IS:grow,0
sunfish,74,1001010,IS:move,0
sunfish,74,1001010,IS:swim,0
sunfish,74,1001010,IS:fly,0
sunfish,74,1001010,IS:sing,0
sunfish,74,1001010,IS:bark,0
sunfish,74,1001010,IS:petals,0
sunfish,74,1001010,IS:wings,0
sunfish,74,1001010,IS:feathers,0
sunfish,74,1001010,IS:scales,0
sunfish,74,1001010,IS:gills,0
sunfish,74,1001010,IS:roots,0
sunfish,74,1001010,IS:skin,0
sunfish,74,1001010,IS:leaves,0
sunfish,74,1001010,CAN:living_thing,0
sunfish,74,1001010,CAN:plant,0
sunfish,74,1001010,CAN:animal,0
sunfish,74,1001010,CAN:tree,0
sunfish,74,1001010,CAN:flower,0
sunfish,74,1001010,CAN:bird,0
sunfish,74,1001010,CAN:fish,0
sunfish,74,1001010,CAN:pretty,0
sunfish,74,1001010,CAN:big,0
sunfish,74,1001010,CAN:living,0
sunfish,74,1001010,CAN:green,0
sunfish,74,1001010,CAN:red,0
sunfish,74,1001010,CAN:yellow,0
sunfish,74,1001010,CAN:tall,0
sunfish,74,1001010,CAN:grow,1
sunfish,74,1001010,CAN:move,1
sunfish,74,1001010,CAN:swim,1
sunfish,74,1001010,CAN:fly,0
sunfish,74,1001010,CAN:sing,0
sunfish,74,1001010,CAN:bark,0
sunfish,74,1001010,CAN:petals,0
sunfish,74,1001010,CAN:wings,0
sunfish,74,1001010,CAN:feathers,0
sunfish,74,1001010,CAN:scales,0
sunfish,74,1001010,CAN:gills,0
sunfish,74,1001010,CAN:roots,0
sunfish,74,1001010,CAN:skin,0
sunfish,74,1001010,CAN:leaves,0
sunfish,74,1001010,HAS:living_thing,0
sunfish,74,1001010,HAS:plant,0
sunfish,74,1001010,HAS:animal,0
sunfish,74,1001010,HAS:tree,0
sunfish,74,1001010,HAS:flower,0
sunfish,74,1001010,HAS:bird,0
sunfish,74,1001010,HAS:fish,0
sunfish,74,1001010,HAS:pretty,0
sunfish,74,1001010,HAS:big,0
sunfish,74,1001010,HAS:living,0
sunfish,74,1001010,HAS:green,0
sunfish,74,1001010,HAS:red,0
sunfish,74,1001010,HAS:yellow,0
sunfish,74,1001010,HAS:tall,0
sunfish,74,1001010,HAS:grow,0
sunfish,74,1001010,HAS:move,0
sunfish,74,1001010,HAS:swim,0
sunfish,74,1001010,HAS:fly,0
sunfish,74,1001010,HAS:sing,0
sunfish,74,1001010,HAS:bark,0
sunfish,74,1001010,HAS:petals,0
sunfish,74,1001010,HAS:wings,0
sunfish,74,1001010,HAS:feathers,0
sunfish,74,1001010,HAS:scales,1
sunfish,74,1001010,HAS:gills,1
sunfish,74,1001010,HAS:roots,0
sunfish,74,1001010,HAS:skin,1
sunfish,74,1001010,HAS:leaves,0
salmon,106,1101010,ISA:living_thing,1
salmon,106,1101010,ISA:plant,0
salmon,106,1101010,ISA:animal,1
salmon,106,1101010,ISA:tree,0
salmon,106,1101010,ISA:flower,0
salmon,106,1101010,ISA:bird,0
salmon,106,1101010,ISA:fish,1
salmon,106,1101010,ISA:pretty,0
salmon,106,1101010,ISA:big,0
salmon,106,1101010,ISA:living,0
salmon,106,1101010,ISA:green,0
salmon,106,1101010,ISA:red,0
salmon,106,1101010,ISA:yellow,0
salmon,106,1101010,ISA:tall,0
salmon,106,1101010,ISA:grow,0
salmon,106,1101010,ISA:move,0
salmon,106,1101010,ISA:swim,0
salmon,106,1101010,ISA:fly,0
salmon,106,1101010,ISA:sing,0
salmon,106,1101010,ISA:bark,0
salmon,106,1101010,ISA:petals,0
salmon,106,1101010,ISA:wings,0
salmon,106,1101010,ISA:feathers,0
salmon,106,1101010,ISA:scales,0
salmon,106,1101010,ISA:gills,0
salmon,106,1101010,ISA:roots,0
salmon,106,1101010,ISA:skin,0
salmon,106,1101010,ISA:leaves,0
salmon,106,1101010,IS:living_thing,0
salmon,106,1101010,IS:plant,0
salmon,106,1101010,IS:animal,0
salmon,106,1101010,IS:tree,0
salmon,106,1101010,IS:flower,0
salmon,106,1101010,IS:bird,0
salmon,106,1101010,IS:fish,0
salmon,106,1101010,IS:pretty,0
salmon,106,1101010,IS:big,0
salmon,106,1101010,IS:living,1
salmon,106,1101010,IS:green,0
